"PolNum","CalYear","Gender","Type","Category","Occupation","Age","Group1","Bonus","Poldur","Value","Adind","SubGroup2","Group2","Density","Exppdays","Numtppd","Numtpbi","Indtppd","Indtpbi","Exposure","ClaimNb","ClaimTotal","ClaimFrequency","PurePremium"
200142918,2009,"Male","A","Medium","Self-employed",52,6,-30,11,2370,0,"T17","T",32.99314961,108,0,0,0,0,0.295890410958904,0,0,0,0
200142919,2009,"Male","A","Small","Employed",47,8,-40,11,19825,0,"L40","L",76.05272599,365,0,0,0,0,1,0,0,0,0
200142920,2009,"Male","D","Small","Employed",21,13,40,1,9235,0,"Q41","Q",213.2556548,281,1,0,1904.0499793,0,0.76986301369863,1,1904.0499793,1.29893238434164,2473.23217951779
200142921,2009,"Male","B","Medium","Self-employed",53,11,120,2,6000,0,"N2","N",59.8409496,365,0,0,0,0,1,0,0,0,0
200142922,2009,"Male","D","Large","Employed",38,17,-10,14,18455,1,"L43","L",73.26206886,365,0,0,0,0,1,0,0,0,0
200142923,2009,"Male","B","Large","Employed",60,17,-30,0,29735,1,"M2","M",139.2830008,291,0,0,0,0,0.797260273972603,0,0,0,0
200142924,2009,"Female","A","Medium","Employed",19,2,-10,15,9290,0,"Q3","Q",110.9836779,198,0,0,0,0,0.542465753424658,0,0,0,0
200142925,2009,"Male","B","Small","Self-employed",21,7,0,4,9875,1,"M5","M",162.666477,365,0,0,0,0,1,0,0,0,0
200142926,2009,"Female","B","Large","Housewife",30,7,-50,6,2220,0,"N17","N",137.8151761,365,0,0,0,0,1,0,0,0,0
200142927,2009,"Female","C","Small","Self-employed",29,9,-40,3,29445,1,"M14","M",222.6929824,365,0,0,0,0,1,0,0,0,0
200142928,2009,"Female","D","Small","Self-employed",40,9,-20,2,24335,1,"T1","T",28.96459267,365,0,0,0,0,1,0,0,0,0
200142929,2009,"Female","D","Medium","Unemployed",18,13,0,7,2755,0,"R5","R",258.9237292,365,0,0,0,0,1,0,0,0,0
200142930,2009,"Female","D","Medium","Employed",19,9,-10,3,4640,0,"M19","M",183.8950396,323,1,0,1599.2540314,0,0.884931506849315,1,1599.2540314,1.13003095975232,1807.20656799071
200142931,2009,"Male","B","Medium","Self-employed",57,9,-30,10,6770,1,"O18","O",31.60978775,268,0,0,0,0,0.734246575342466,0,0,0,0
200142932,2009,"Female","F","Large","Retired",72,8,-50,7,6670,1,"R32","R",232.9029787,365,0,0,0,0,1,0,0,0,0
200142933,2009,"Male","A","Large","Self-employed",48,8,-30,0,23900,0,"P12","P",36.54260314,365,0,0,0,0,1,0,0,0,0
200142934,2009,"Male","A","Large","Self-employed",47,4,-20,1,13860,1,"R21","R",275.2822626,365,0,0,0,0,1,0,0,0,0
200142935,2009,"Female","E","Medium","Retired",73,15,-10,2,22915,1,"R6","R",236.3993842,365,0,0,0,0,1,0,0,0,0
200142936,2009,"Female","E","Large","Self-employed",59,6,-30,1,16255,1,"U14","U",123.0152076,365,0,0,0,0,1,0,0,0,0
200142937,2009,"Male","F","Medium","Unemployed",29,16,120,5,6255,0,"L46","L",72.01288299,241,1,0,295.52109297,0,0.66027397260274,1,295.52109297,1.51452282157676,447.573439560373
200142938,2009,"Male","B","Medium","Unemployed",33,7,-10,0,8040,1,"L55","L",91.55064058,268,0,0,0,0,0.734246575342466,0,0,0,0
200142939,2009,"Male","D","Large","Housewife",39,6,80,13,20450,0,"O3","O",32.6541392,365,0,0,0,0,1,0,0,0,0
200142940,2009,"Male","C","Small","Unemployed",27,11,20,12,20460,1,"O1","O",36.25444122,365,0,0,0,0,1,0,0,0,0
200142941,2009,"Male","B","Large","Employed",51,11,60,11,9045,0,"T34","T",30.41139927,365,0,0,0,0,1,0,0,0,0
200142942,2009,"Male","E","Large","Unemployed",52,13,-50,1,3555,1,"L79","L",56.11415278,365,0,0,0,0,1,0,0,0,0
200142943,2009,"Male","A","Medium","Retired",71,3,-30,0,22870,1,"M21","M",102.818883,365,0,0,0,0,1,0,0,0,0
200142944,2009,"Male","A","Large","Housewife",53,12,-50,4,6890,1,"M5","M",162.666477,365,0,0,0,0,1,0,0,0,0
200142945,2009,"Female","A","Small","Employed",57,18,-40,5,27525,1,"L39","L",68.9093508,354,0,0,0,0,0.96986301369863,0,0,0,0
200142946,2009,"Male","A","Medium","Employed",30,10,-10,2,23390,0,"L1","L",48.3306937,250,0,0,0,0,0.684931506849315,0,0,0,0
200142947,2009,"Male","B","Small","Self-employed",33,14,-50,0,3125,1,"Q7","Q",83.76263662,268,0,0,0,0,0.734246575342466,0,0,0,0
200142948,2009,"Male","D","Small","Unemployed",32,9,10,13,20695,1,"L29","L",66.94554904,365,0,1,0,677.55309643,1,0,0,0,0
200142949,2009,"Male","A","Medium","Unemployed",48,5,-40,3,7290,1,"R4","R",185.8513852,106,0,0,0,0,0.29041095890411,0,0,0,0
200142950,2009,"Male","B","Small","Employed",26,14,-50,8,20255,0,"R2","R",145.223003,365,0,0,0,0,1,0,0,0,0
200142951,2009,"Male","B","Small","Unemployed",42,2,10,0,46670,0,"Q66","Q",99.43621052,243,0,0,0,0,0.665753424657534,0,0,0,0
200142952,2009,"Male","A","Medium","Retired",52,13,10,0,34260,1,"M15","M",162.9324677,153,0,0,0,0,0.419178082191781,0,0,0,0
200142953,2009,"Female","B","Medium","Housewife",54,12,0,11,9680,1,"S14","S",25.91743539,365,0,0,0,0,1,0,0,0,0
200142954,2009,"Male","F","Medium","Housewife",34,17,-40,15,32975,0,"R44","R",237.4189585,365,1,0,89.9423914,0,1,1,89.9423914,1,89.9423914
200142955,2009,"Female","B","Large","Employed",20,13,0,6,19490,0,"Q13","Q",166.5549379,365,0,0,0,0,1,0,0,0,0
200142956,2009,"Male","E","Large","Housewife",23,18,70,1,16235,0,"P6","P",30.37476431,254,1,0,299.50079136,0,0.695890410958904,1,299.50079136,1.43700787401575,430.384995458268
200142957,2009,"Male","A","Medium","Self-employed",23,10,-40,0,13175,0,"M10","M",94.36462339,193,0,0,0,0,0.528767123287671,0,0,0,0
200142958,2009,"Female","B","Medium","Employed",20,13,10,1,17375,0,"L61","L",65.78489891,365,0,0,0,0,1,0,0,0,0
200142959,2009,"Male","A","Large","Self-employed",40,13,-50,9,22925,0,"R28","R",256.6405915,365,0,0,0,0,1,0,0,0,0
200142960,2009,"Male","A","Large","Retired",57,16,-30,5,25945,1,"L107","L",64.32860507,365,0,0,0,0,1,0,0,0,0
200142961,2009,"Female","E","Medium","Self-employed",26,15,-20,1,32520,0,"Q59","Q",95.69355223,365,0,0,0,0,1,0,0,0,0
200142962,2009,"Female","B","Medium","Employed",41,11,-30,0,19365,1,"L11","L",37.45585227,365,0,0,0,0,1,0,0,0,0
200142963,2009,"Male","F","Small","Employed",55,11,50,1,18415,1,"O7","O",31.48099884,365,0,0,0,0,1,0,0,0,0
200142964,2009,"Female","B","Medium","Self-employed",43,5,-50,4,7665,0,"U10","U",137.8873343,365,0,0,0,0,1,0,0,0,0
200142965,2009,"Female","E","Small","Employed",33,4,0,4,7080,1,"L85","L",61.51657295,365,0,0,0,0,1,0,0,0,0
200142966,2009,"Female","D","Medium","Unemployed",37,9,-50,12,10020,1,"U11","U",59.32884362,173,0,0,0,0,0.473972602739726,0,0,0,0
200142967,2009,"Female","C","Large","Housewife",65,12,-50,3,9185,1,"N7","N",88.95152383,365,0,0,0,0,1,0,0,0,0
200142968,2009,"Male","D","Large","Unemployed",55,1,-50,4,8705,1,"Q48","Q",186.6850127,180,0,0,0,0,0.493150684931507,0,0,0,0
200142969,2009,"Male","C","Large","Retired",55,19,-20,6,44265,1,"Q17","Q",202.5335882,365,0,0,0,0,1,0,0,0,0
200142970,2009,"Male","A","Medium","Unemployed",30,20,0,3,24675,1,"S16","S",36.54775004,161,0,0,0,0,0.441095890410959,0,0,0,0
200142971,2009,"Female","F","Medium","Employed",25,4,-20,13,24485,1,"Q34","Q",212.4247054,365,0,0,0,0,1,0,0,0,0
200142972,2009,"Female","E","Large","Retired",51,10,-50,7,7405,1,"R8","R",253.6198858,224,1,0,459.30197486,0,0.613698630136986,1,459.30197486,1.62946428571429,748.416164392411
200142973,2009,"Female","A","Small","Unemployed",24,6,110,0,5440,0,"N24","N",26.14074792,365,1,0,151.2671892,0,1,1,151.2671892,1,151.2671892
200142974,2009,"Male","B","Large","Housewife",40,14,-40,0,10820,0,"R12","R",260.3601885,365,0,1,0,14050.983601,1,0,0,0,0
200142975,2009,"Male","D","Large","Employed",57,9,20,6,11885,0,"M13","M",184.4785165,365,0,0,0,0,1,0,0,0,0
200142976,2009,"Male","A","Large","Employed",48,7,0,14,29540,1,"Q4","Q",138.5066713,365,1,0,940.38235363,0,1,1,940.38235363,1,940.38235363
200142977,2009,"Male","C","Small","Housewife",41,15,50,1,13485,0,"P8","P",23.21820596,365,0,0,0,0,1,0,0,0,0
200142978,2009,"Male","E","Large","Retired",61,11,120,7,6225,0,"U18","U",99.17167477,245,1,0,133.48231745,0,0.671232876712329,1,133.48231745,1.48979591836735,198.861411711224
200142979,2009,"Male","A","Large","Housewife",63,13,-50,6,5035,0,"N14","N",59.92134979,99,0,0,0,0,0.271232876712329,0,0,0,0
200142980,2009,"Female","E","Small","Retired",59,10,-30,2,8445,1,"L12","L",51.4116382,141,0,0,0,0,0.386301369863014,0,0,0,0
200142981,2009,"Male","A","Large","Self-employed",71,15,-30,3,26455,1,"O12","O",34.93212226,274,0,0,0,0,0.750684931506849,0,0,0,0
200142982,2009,"Male","A","Large","Self-employed",44,17,-10,15,8165,1,"M22","M",153.4523215,181,0,0,0,0,0.495890410958904,0,0,0,0
200142983,2009,"Male","D","Large","Retired",56,15,-30,1,27085,1,"P9","P",37.83728202,138,0,0,0,0,0.378082191780822,0,0,0,0
200142984,2009,"Male","A","Medium","Housewife",24,3,20,13,4200,0,"R41","R",240.0004036,292,0,0,0,0,0.8,0,0,0,0
200142985,2009,"Female","D","Small","Employed",39,16,-40,15,11060,1,"L104","L",50.1264516,203,0,0,0,0,0.556164383561644,0,0,0,0
200142986,2009,"Male","A","Small","Unemployed",31,12,-50,1,11400,0,"L41","L",70.87357842,365,0,0,0,0,1,0,0,0,0
200142987,2009,"Male","A","Large","Retired",50,13,-50,5,2430,1,"L73","L",68.85387998,365,0,0,0,0,1,0,0,0,0
200142988,2009,"Male","A","Medium","Employed",52,2,-30,11,23520,1,"Q58","Q",129.3156084,365,0,0,0,0,1,0,0,0,0
200142989,2009,"Female","B","Medium","Self-employed",39,2,-50,9,23145,1,"R5","R",258.9237292,365,0,0,0,0,1,0,0,0,0
200142990,2009,"Male","A","Small","Housewife",43,7,-20,14,13600,1,"L102","L",58.30755679,132,0,0,0,0,0.361643835616438,0,0,0,0
200142991,2009,"Male","B","Small","Self-employed",38,7,70,11,17290,0,"R46","R",218.9832303,365,0,1,0,130.84923001,1,0,0,0,0
200142992,2009,"Female","A","Large","Unemployed",19,13,0,0,14935,1,"L35","L",61.69063654,353,0,0,0,0,0.967123287671233,0,0,0,0
200142993,2009,"Female","A","Medium","Self-employed",33,10,-50,9,23235,1,"R36","R",276.3355652,229,0,0,0,0,0.627397260273973,0,0,0,0
200142994,2009,"Female","B","Small","Employed",39,8,-30,0,7410,0,"L111","L",90.21472555,365,0,0,0,0,1,0,0,0,0
200142995,2009,"Male","C","Medium","Self-employed",42,17,100,5,25110,1,"R37","R",276.9454965,99,0,0,0,0,0.271232876712329,0,0,0,0
200142996,2009,"Male","B","Small","Self-employed",39,14,-20,7,9085,0,"Q37","Q",148.5612071,365,1,0,1046.552562,0,1,1,1046.552562,1,1046.552562
200142997,2009,"Male","E","Large","Housewife",59,11,-40,3,20095,0,"Q66","Q",99.43621052,326,0,0,0,0,0.893150684931507,0,0,0,0
200142998,2009,"Male","E","Small","Employed",29,20,-50,3,19000,1,"R40","R",284.9991194,365,0,0,0,0,1,0,0,0,0
200142999,2009,"Male","C","Medium","Retired",48,12,-40,0,17065,0,"L32","L",59.11189493,365,0,0,0,0,1,0,0,0,0
200143000,2009,"Female","C","Medium","Employed",53,9,-50,5,18010,1,"O37","O",30.5989837,251,0,0,0,0,0.687671232876712,0,0,0,0
200143001,2009,"Male","E","Large","Employed",23,9,10,7,2655,1,"T2","T",28.13630298,365,0,1,0,41.81847749,1,0,0,0,0
200143002,2009,"Male","C","Small","Employed",20,2,-10,0,16775,0,"M17","M",201.6569069,365,0,0,0,0,1,0,0,0,0
200143003,2009,"Male","F","Small","Employed",38,14,-40,14,18935,1,"T27","T",17.999002,365,0,0,0,0,1,0,0,0,0
200143004,2009,"Female","A","Small","Housewife",52,9,-50,1,25420,1,"L16","L",66.46782671,203,0,0,0,0,0.556164383561644,0,0,0,0
200143005,2009,"Female","A","Large","Employed",37,12,10,13,7050,1,"Q14","Q",160.3435748,365,0,0,0,0,1,0,0,0,0
200143006,2009,"Female","C","Small","Unemployed",36,12,-30,7,32340,1,"R29","R",291.3194903,365,0,0,0,0,1,0,0,0,0
200143007,2009,"Male","E","Large","Self-employed",44,6,-50,1,8850,1,"M7","M",178.2443114,150,0,0,0,0,0.410958904109589,0,0,0,0
200143008,2009,"Female","C","Small","Retired",66,15,-30,5,19220,1,"L12","L",51.4116382,365,1,0,599.53756956,0,1,1,599.53756956,1,599.53756956
200143009,2009,"Female","D","Medium","Unemployed",21,10,40,12,8535,0,"L121","L",77.68823268,365,0,0,0,0,1,0,0,0,0
200143010,2009,"Male","A","Medium","Retired",71,7,-30,14,1380,0,"Q51","Q",141.4896565,365,0,0,0,0,1,0,0,0,0
200143011,2009,"Male","E","Small","Unemployed",49,5,-30,2,7210,0,"L126","L",64.30270938,365,1,0,584.06639594,0,1,1,584.06639594,1,584.06639594
200143012,2009,"Female","B","Medium","Housewife",42,12,-30,0,10765,0,"N10","N",139.6062055,186,0,0,0,0,0.50958904109589,0,0,0,0
200143013,2009,"Male","A","Small","Housewife",29,6,-50,1,24875,1,"L35","L",61.69063654,365,0,0,0,0,1,0,0,0,0
200143014,2009,"Male","E","Medium","Employed",51,5,-50,11,23925,1,"Q33","Q",129.6690079,365,0,0,0,0,1,0,0,0,0
200143015,2009,"Female","C","Medium","Housewife",33,17,-30,5,48410,0,"Q15","Q",147.9690558,365,0,0,0,0,1,0,0,0,0
200143016,2009,"Female","F","Large","Employed",41,9,-30,5,15765,0,"R16","R",293.5560359,152,0,1,0,2032.9951604,0.416438356164384,0,0,0,0
200143017,2009,"Male","A","Medium","Employed",60,1,-40,6,3710,1,"U14","U",123.0152076,115,0,0,0,0,0.315068493150685,0,0,0,0
200143018,2009,"Male","C","Small","Unemployed",19,1,0,8,18690,0,"L66","L",49.59668535,365,0,0,0,0,1,0,0,0,0
200143019,2009,"Male","D","Small","Housewife",48,14,-40,11,26100,1,"T6","T",32.4149606,365,0,0,0,0,1,0,0,0,0
200143020,2009,"Male","E","Large","Unemployed",28,9,-50,1,10260,0,"Q43","Q",182.367931,363,0,0,0,0,0.994520547945206,0,0,0,0
200143021,2009,"Male","C","Small","Unemployed",28,8,-30,11,12340,0,"S7","S",32.57069103,365,0,0,0,0,1,0,0,0,0
200143022,2009,"Male","E","Large","Housewife",24,18,60,12,8165,0,"Q24","Q",222.735365,365,3,0,1601.8361062,0,1,3,1601.8361062,3,1601.8361062
200143023,2009,"Female","A","Small","Housewife",32,12,10,0,2865,1,"Q46","Q",174.6445246,365,0,0,0,0,1,0,0,0,0
200143024,2009,"Male","B","Large","Self-employed",48,9,-30,3,20740,0,"S38","S",19.41025076,336,0,0,0,0,0.920547945205479,0,0,0,0
200143025,2009,"Female","F","Large","Self-employed",37,5,40,9,1790,0,"L36","L",58.59040352,365,0,0,0,0,1,0,0,0,0
200143026,2009,"Male","B","Small","Employed",26,17,140,9,8425,1,"N18","N",103.2132915,365,1,0,497.2424908,0,1,1,497.2424908,1,497.2424908
200143027,2009,"Male","B","Medium","Unemployed",46,13,-50,3,13595,1,"R44","R",237.4189585,365,0,0,0,0,1,0,0,0,0
200143028,2009,"Male","D","Medium","Employed",24,11,10,7,18440,1,"S37","S",33.73278519,161,0,0,0,0,0.441095890410959,0,0,0,0
200143029,2009,"Female","C","Medium","Self-employed",45,16,-30,4,27520,1,"N8","N",106.5583041,365,0,0,0,0,1,0,0,0,0
200143030,2009,"Male","E","Medium","Housewife",41,17,-50,0,40855,0,"Q48","Q",186.6850127,365,2,0,1853.6009928,0,1,2,1853.6009928,2,1853.6009928
200143031,2009,"Female","B","Small","Employed",50,4,-30,3,7740,0,"L48","L",71.62174491,365,0,0,0,0,1,0,0,0,0
200143032,2009,"Male","B","Large","Self-employed",58,11,-30,2,19630,1,"Q30","Q",222.2151274,352,0,0,0,0,0.964383561643836,0,0,0,0
200143033,2009,"Female","B","Large","Retired",66,14,-40,3,9140,1,"L26","L",67.56457622,365,0,0,0,0,1,0,0,0,0
200143034,2009,"Male","B","Large","Employed",27,15,-20,14,2190,0,"Q1","Q",114.1413271,365,0,0,0,0,1,0,0,0,0
200143035,2009,"Female","B","Medium","Self-employed",34,9,0,6,6475,0,"R15","R",270.7883545,365,0,0,0,0,1,0,0,0,0
200143036,2009,"Male","F","Small","Housewife",24,15,-30,8,16425,0,"S24","S",23.10511703,365,0,0,0,0,1,0,0,0,0
200143037,2009,"Male","B","Medium","Employed",33,9,-10,8,4610,1,"L35","L",61.69063654,365,0,0,0,0,1,0,0,0,0
200143038,2009,"Male","E","Small","Self-employed",33,14,-50,3,10620,0,"R28","R",256.6405915,365,0,0,0,0,1,0,0,0,0
200143039,2009,"Female","F","Small","Self-employed",37,11,-30,10,8420,0,"N10","N",139.6062055,365,0,0,0,0,1,0,0,0,0
200143040,2009,"Female","E","Large","Housewife",37,11,-30,14,21995,1,"Q3","Q",110.9836779,365,0,0,0,0,1,0,0,0,0
200143041,2009,"Male","C","Small","Housewife",28,9,-10,12,11695,0,"Q3","Q",110.9836779,365,0,0,0,0,1,0,0,0,0
200143042,2009,"Male","D","Medium","Self-employed",37,9,-50,1,13305,1,"Q51","Q",141.4896565,365,0,1,0,10197.583821,1,0,0,0,0
200143043,2009,"Male","A","Medium","Employed",46,18,-50,1,31085,1,"L84","L",129.6779531,254,0,0,0,0,0.695890410958904,0,0,0,0
200143044,2009,"Male","C","Large","Retired",46,8,-50,11,8265,1,"U6","U",76.98652096,365,0,0,0,0,1,0,0,0,0
200143045,2009,"Male","B","Small","Self-employed",38,16,50,0,5290,1,"Q54","Q",124.2334338,365,0,0,0,0,1,0,0,0,0
200143046,2009,"Male","A","Large","Retired",51,16,0,1,34510,0,"R31","R",285.6217445,314,0,0,0,0,0.86027397260274,0,0,0,0
200143047,2009,"Male","A","Medium","Employed",21,11,-20,1,15045,0,"L24","L",63.50810856,269,0,0,0,0,0.736986301369863,0,0,0,0
200143048,2009,"Male","B","Small","Employed",40,3,-30,13,23020,1,"Q22","Q",144.998902,365,0,0,0,0,1,0,0,0,0
200143049,2009,"Male","A","Large","Retired",66,10,-40,2,14985,0,"R5","R",258.9237292,365,0,0,0,0,1,0,0,0,0
200143050,2009,"Male","B","Small","Employed",31,13,30,15,13725,0,"Q23","Q",205.4307964,365,0,0,0,0,1,0,0,0,0
200143051,2009,"Female","A","Medium","Unemployed",39,2,-40,10,29200,1,"M19","M",183.8950396,306,0,0,0,0,0.838356164383562,0,0,0,0
200143052,2009,"Female","C","Medium","Unemployed",40,1,10,11,20440,1,"U19","U",61.79475865,365,0,0,0,0,1,0,0,0,0
200143053,2009,"Male","D","Large","Retired",65,12,-20,3,39570,1,"M9","M",156.6298557,347,0,0,0,0,0.950684931506849,0,0,0,0
200143054,2009,"Male","E","Small","Employed",57,9,-40,0,6225,1,"R29","R",291.3194903,337,0,0,0,0,0.923287671232877,0,0,0,0
200143055,2009,"Male","A","Medium","Employed",33,8,-40,11,37960,0,"L49","L",69.70102973,365,0,0,0,0,1,0,0,0,0
200143056,2009,"Male","C","Medium","Unemployed",22,2,0,14,11550,1,"R28","R",256.6405915,365,0,0,0,0,1,0,0,0,0
200143057,2009,"Female","D","Medium","Unemployed",25,8,-10,4,18455,0,"N2","N",59.8409496,260,0,0,0,0,0.712328767123288,0,0,0,0
200143058,2009,"Male","A","Medium","Unemployed",39,12,-50,1,6955,0,"M8","M",128.5434648,287,0,0,0,0,0.786301369863014,0,0,0,0
200143059,2009,"Male","C","Large","Retired",64,17,-40,5,2440,1,"L44","L",65.3447011,365,0,0,0,0,1,0,0,0,0
200143060,2009,"Male","C","Medium","Employed",41,6,60,7,5635,1,"U2","U",38.77083633,365,0,0,0,0,1,0,0,0,0
200143061,2009,"Male","F","Medium","Employed",43,6,10,0,2760,0,"Q50","Q",139.2056697,365,0,0,0,0,1,0,0,0,0
200143062,2009,"Female","A","Small","Housewife",36,8,50,2,12565,0,"Q48","Q",186.6850127,132,1,0,68.620851809,0,0.361643835616438,1,68.620851809,2.76515151515152,189.747052350644
200143063,2009,"Male","A","Large","Employed",43,10,-20,11,4945,0,"M1","M",107.8170529,365,0,0,0,0,1,0,0,0,0
200143064,2009,"Male","B","Medium","Employed",39,5,80,11,25715,1,"T23","T",23.03273294,365,0,0,0,0,1,0,0,0,0
200143065,2009,"Female","C","Medium","Housewife",54,8,-10,0,17340,1,"R20","R",290.1327193,365,0,0,0,0,1,0,0,0,0
200143066,2009,"Female","A","Medium","Retired",51,12,-50,1,20450,0,"P16","P",39.45913644,365,0,0,0,0,1,0,0,0,0
200143067,2009,"Male","E","Large","Employed",43,5,-50,1,4400,0,"R44","R",237.4189585,312,0,0,0,0,0.854794520547945,0,0,0,0
200143068,2009,"Male","B","Large","Employed",26,9,30,0,5275,0,"Q14","Q",160.3435748,365,0,0,0,0,1,0,0,0,0
200143069,2009,"Female","A","Small","Employed",27,14,100,6,4165,0,"S1","S",37.31536383,365,0,0,0,0,1,0,0,0,0
200143070,2009,"Male","D","Small","Unemployed",30,4,-30,1,8425,0,"M4","M",190.0515645,365,0,0,0,0,1,0,0,0,0
200143071,2009,"Male","A","Large","Retired",66,20,60,2,7300,1,"R31","R",285.6217445,365,0,0,0,0,1,0,0,0,0
200143072,2009,"Male","B","Medium","Employed",27,4,90,1,23920,0,"L107","L",64.32860507,365,0,0,0,0,1,0,0,0,0
200143073,2009,"Male","A","Large","Employed",31,2,60,2,6620,0,"S1","S",37.31536383,365,0,0,0,0,1,0,0,0,0
200143074,2009,"Male","C","Small","Retired",51,10,-40,0,26620,0,"U21","U",88.29014956,160,0,0,0,0,0.438356164383562,0,0,0,0
200143075,2009,"Male","D","Small","Unemployed",18,13,0,4,37740,0,"Q57","Q",149.997808,365,2,0,10955.476251,0,1,2,10955.476251,2,10955.476251
200143076,2009,"Male","B","Medium","Retired",57,17,-40,5,9490,0,"U6","U",76.98652096,245,0,0,0,0,0.671232876712329,0,0,0,0
200143077,2009,"Male","E","Large","Self-employed",74,13,-30,8,14330,1,"L73","L",68.85387998,365,0,0,0,0,1,0,0,0,0
200143078,2009,"Male","C","Small","Housewife",33,15,-50,1,8280,1,"Q10","Q",169.7885554,120,0,0,0,0,0.328767123287671,0,0,0,0
200143079,2009,"Female","A","Medium","Housewife",35,17,-20,0,18835,0,"L9","L",51.09148195,365,0,0,0,0,1,0,0,0,0
200143080,2009,"Male","C","Large","Retired",71,17,-50,7,7160,1,"L65","L",63.53336338,365,0,0,0,0,1,0,0,0,0
200143081,2009,"Male","C","Medium","Unemployed",30,4,-50,13,11705,0,"L43","L",73.26206886,365,0,0,0,0,1,0,0,0,0
200143082,2009,"Male","D","Small","Employed",28,14,50,13,12005,0,"L1","L",48.3306937,365,1,0,128.47278673,0,1,1,128.47278673,1,128.47278673
200143083,2009,"Female","C","Large","Self-employed",18,9,0,9,15855,0,"R18","R",284.1301175,365,0,0,0,0,1,0,0,0,0
200143084,2009,"Male","A","Medium","Housewife",30,12,10,6,12370,0,"M21","M",102.818883,97,0,0,0,0,0.265753424657534,0,0,0,0
200143085,2009,"Female","E","Medium","Self-employed",62,8,-40,0,17725,1,"L42","L",68.95196256,365,0,0,0,0,1,0,0,0,0
200143086,2009,"Male","E","Large","Employed",39,4,-50,15,5525,1,"O4","O",37.59594224,129,0,0,0,0,0.353424657534247,0,0,0,0
200143087,2009,"Male","B","Large","Housewife",20,2,10,6,15895,0,"N23","N",77.49504574,365,1,0,19.264714542,0,1,1,19.264714542,1,19.264714542
200143088,2009,"Male","C","Large","Housewife",57,3,110,1,7970,0,"Q12","Q",167.9366556,127,0,0,0,0,0.347945205479452,0,0,0,0
200143089,2009,"Female","D","Small","Employed",38,18,50,1,23835,0,"L84","L",129.6779531,365,0,0,0,0,1,0,0,0,0
200143090,2009,"Male","C","Medium","Housewife",32,9,-50,5,18270,1,"M2","M",139.2830008,365,0,0,0,0,1,0,0,0,0
200143091,2009,"Male","E","Large","Retired",62,17,-20,10,30980,1,"L75","L",79.1594481,206,0,0,0,0,0.564383561643836,0,0,0,0
200143092,2009,"Male","E","Medium","Self-employed",51,20,-50,1,16615,1,"R36","R",276.3355652,203,0,0,0,0,0.556164383561644,0,0,0,0
200143093,2009,"Female","B","Small","Unemployed",46,5,-20,1,8135,1,"L92","L",73.85052034,365,0,0,0,0,1,0,0,0,0
200143094,2009,"Male","C","Large","Self-employed",56,8,-50,0,6605,0,"Q49","Q",91.28099321,365,0,0,0,0,1,0,0,0,0
200143095,2009,"Female","A","Small","Employed",31,18,10,1,29900,1,"L64","L",84.9609991,365,0,1,0,430.76264475,1,0,0,0,0
200143096,2009,"Male","D","Medium","Retired",61,13,-50,0,7355,1,"S8","S",17.11532415,365,0,0,0,0,1,0,0,0,0
200143097,2009,"Male","C","Medium","Housewife",44,7,40,10,18230,1,"R32","R",232.9029787,365,0,0,0,0,1,0,0,0,0
200143098,2009,"Female","A","Medium","Employed",52,12,-40,0,16985,1,"Q63","Q",125.9456252,365,1,0,1128.0287019,0,1,1,1128.0287019,1,1128.0287019
200143099,2009,"Male","A","Large","Self-employed",52,13,-20,0,8745,0,"L76","L",50.56640552,356,0,0,0,0,0.975342465753425,0,0,0,0
200143100,2009,"Male","D","Medium","Retired",56,19,-40,13,3735,0,"L102","L",58.30755679,365,0,0,0,0,1,0,0,0,0
200143101,2009,"Male","F","Medium","Retired",46,17,80,15,24975,1,"R24","R",225.1417422,365,0,1,0,1401.9380603,1,0,0,0,0
200143102,2009,"Male","A","Medium","Employed",48,10,-50,4,25685,0,"L99","L",100.9312267,159,0,0,0,0,0.435616438356164,0,0,0,0
200143103,2009,"Female","C","Small","Unemployed",24,17,-20,7,20070,0,"S27","S",26.27361792,365,0,1,0,2108.7472184,1,0,0,0,0
200143104,2009,"Male","D","Small","Employed",18,12,0,4,6365,1,"Q44","Q",150.2239631,365,0,0,0,0,1,0,0,0,0
200143105,2009,"Male","B","Medium","Unemployed",25,10,-10,5,14885,1,"T16","T",56.04309848,325,0,0,0,0,0.89041095890411,0,0,0,0
200143106,2009,"Male","A","Medium","Retired",49,20,-50,1,19100,1,"Q65","Q",77.73738533,365,0,0,0,0,1,0,0,0,0
200143107,2009,"Male","B","Small","Housewife",26,11,20,0,47475,0,"M10","M",94.36462339,365,0,0,0,0,1,0,0,0,0
200143108,2009,"Male","E","Large","Self-employed",50,15,-50,1,10545,0,"R9","R",251.432848,365,1,0,1068.3554623,0,1,1,1068.3554623,1,1068.3554623
200143109,2009,"Female","E","Large","Self-employed",57,9,-50,0,8755,0,"Q21","Q",201.3918071,254,0,0,0,0,0.695890410958904,0,0,0,0
200143110,2009,"Female","B","Large","Employed",54,14,-30,7,10995,1,"L67","L",99.57981885,365,0,0,0,0,1,0,0,0,0
200143111,2009,"Female","B","Medium","Employed",41,1,-50,12,6190,0,"R26","R",295.7970919,365,0,0,0,0,1,0,0,0,0
