"Gender","Age.ct","Age","Bonus","GroupOne","Density","Value","Insurancescore","Exppdays","Numtppd","Indtppd","ClaimSeverity"
"Male",74,"11","1","17",56.70111618,14440,0.0252076977628645,281,0,0,NA
"Female",55,"8","6","18",216.4916013,22540,0.111525135984566,365,0,0,NA
"Male",26,"2","3","11",94.29603751,11770,0.237571172646489,239,1,342.91644992,342.91644992
"Female",41,"5","2","14",23.97168003,7690,0.0986770731927878,365,0,0,NA
"Male",26,"2","1","12",138.5066713,36420,0.168752841187291,365,0,0,NA
"Female",42,"5","13","20",123.0152076,23190,0.0921894881507902,179,0,0,NA
"Male",44,"6","13","9",63.17028387,7545,0.102367038576717,365,0,0,NA
"Female",37,"4","3","11",32.15775954,7800,0.0627021973240848,365,0,0,NA
"Male",72,"11","3","18",34.93212226,21950,0.0288719368619435,365,0,0,NA
"Male",74,"11","3","20",284.2162652,22590,0.122133856736266,365,0,0,NA
"Male",32,"3","6","15",245.331155,16295,0.273371580913713,365,0,0,NA
"Male",30,"3","11","13",38.77083633,7650,0.121450294101251,365,0,0,NA
"Male",43,"6","3","8",32.18545326,11120,0.0703286254107156,365,0,0,NA
"Female",26,"2","11","1",27.58599081,2445,0.14338513013151,365,0,0,NA
"Male",34,"4","6","9",73.18307109,7040,0.13988456012752,348,0,0,NA
"Male",35,"4","18","14",202.5335882,44295,0.115526847276663,102,0,0,NA
"Male",65,"10","18","12",275.0923407,16570,0.0531599674215492,365,0,0,NA
"Female",50,"7","3","14",60.86038525,15000,0.0706047411755341,365,0,0,NA
"Male",29,"3","11","10",120.7793723,15405,0.132944206871031,365,1,715.98287381,715.98287381
"Male",67,"10","3","15",207.1446249,5880,0.031413662101892,365,0,0,NA
"Male",47,"6","1","13",32.04149695,8025,0.0767488302107387,202,0,0,NA
"Male",61,"9","1","13",201.6569069,3745,0.145174354932217,365,0,0,NA
"Male",30,"3","3","17",107.8170529,23010,0.21822904051161,365,0,0,NA
"Male",29,"3","6","14",59.40378524,16080,0.162356999769275,365,1,139.11919326,139.11919326
"Male",37,"4","2","19",59.70218923,6520,0.0751862382721051,350,0,0,NA
"Female",34,"4","2","2",39.45913644,6790,0.10429817234497,365,0,0,NA
"Female",42,"5","16","17",156.6298557,21840,0.180219703578423,166,0,0,NA
"Female",35,"4","2","18",44.16537902,36880,0.0645668913446557,365,0,0,NA
"Female",24,"2","3","5",70.86106124,5210,0.206932527429636,365,0,0,NA
"Male",31,"3","1","8",156.6298557,20660,0.208899283114059,365,0,0,NA
"Male",45,"6","6","16",77.73738533,17545,0.115753823399523,365,0,0,NA
"Male",42,"5","17","15",51.33277755,17560,0.135580343150147,365,0,0,NA
"Female",39,"5","10","1",31.84882285,5955,0.0612410394622907,204,0,0,NA
"Male",32,"3","8","12",139.2830008,48795,0.21822904051161,281,0,0,NA
"Male",37,"4","1","14",236.3993842,16885,0.155601927540597,169,0,0,NA
"Male",28,"3","11","10",31.05763979,29200,0.154572022160419,365,0,0,NA
"Female",47,"6","2","17",64.53563007,17835,0.0287470209503793,365,0,0,NA
"Male",34,"4","3","3",128.5434648,1635,0.124581167538699,365,0,0,NA
"Male",56,"8","1","16",19.2833619,9100,0.0887305893668006,365,0,0,NA
"Male",28,"3","4","6",211.8309492,11990,0.147631365908884,365,0,0,NA
"Male",33,"4","5","11",35.02446355,17085,0.081054981966889,237,0,0,NA
"Female",70,"11","3","10",57.0415314,8300,0.0707799845402863,199,0,0,NA
"Male",47,"6","1","5",93.11048718,27410,0.120324248381411,228,0,0,NA
"Male",21,"1","8","2",65.78489891,2080,0.216094803262336,139,0,0,NA
"Female",42,"5","1","11",56.04309848,29910,0.0662476413141864,365,0,0,NA
"Female",59,"9","2","16",87.14669097,22570,0.0885770305216301,365,0,0,NA
"Male",41,"5","1","12",29.82213153,9820,0.0537604079370593,365,0,0,NA
"Male",46,"6","1","5",58.30755679,9585,0.0717624865000823,365,0,0,NA
"Male",24,"2","2","6",92.10692821,1920,0.176972010567606,365,0,0,NA
"Male",65,"10","3","10",26.27361792,13175,0.0409682035138694,365,0,0,NA
"Female",22,"1","12","13",65.3447011,15775,0.201696322236656,365,1,5675.2240435,5675.2240435
"Male",44,"6","2","18",59.40378524,21395,0.110186639222327,282,0,0,NA
"Male",39,"5","5","6",190.0515645,3935,0.112809162419125,365,0,0,NA
"Male",30,"3","1","13",88.95152383,20690,0.131332524088878,365,0,0,NA
"Male",51,"7","7","4",45.52113373,7650,0.0649618004303203,365,0,0,NA
"Male",21,"1","8","10",36.54260314,18310,0.233498216313505,365,1,434.21304884,434.21304884
"Male",69,"11","5","11",297.3851697,13125,0.0624517175515737,365,0,0,NA
"Male",57,"8","1","10",256.6405915,13300,0.0544323484825079,365,0,0,NA
"Male",21,"1","6","17",210.189841,6655,0.30702229802404,365,0,0,NA
"Female",39,"5","1","14",20.55791809,8950,0.0583355249624151,365,0,0,NA
"Male",49,"7","4","7",276.9454965,7325,0.102499728035103,365,0,0,NA
"Male",30,"3","2","10",148.9956325,6175,0.251683459897263,365,0,0,NA
"Male",26,"2","9","16",185.1345389,8810,0.252458541494749,365,0,0,NA
"Male",39,"5","18","9",295.7970919,7860,0.156887117686414,365,1,164.55244912,164.55244912
"Male",35,"4","1","15",141.0368682,8940,0.107520006903001,365,0,0,NA
"Male",30,"3","8","14",36.54775004,4385,0.0957046394804565,365,0,0,NA
"Male",39,"5","4","6",189.9730181,15375,0.104232669018535,277,0,0,NA
"Male",64,"10","21","17",71.62174491,9515,0.0482511933723312,365,0,0,NA
"Male",60,"9","10","10",60.86038525,9805,0.0642137756795448,365,0,0,NA
"Female",36,"4","2","7",137.8151761,13710,0.12716743184787,181,0,0,NA
"Female",36,"4","5","11",181.4165594,35425,0.10400356221488,365,0,0,NA
"Female",33,"4","4","13",31.05763979,40535,0.0690504600430576,365,0,0,NA
"Male",24,"2","6","10",55.29380019,3285,0.157499848985356,365,0,0,NA
"Male",35,"4","2","16",148.4945135,20540,0.111627679183364,365,0,0,NA
"Male",43,"6","11","5",32.4149606,9570,0.0651009069050348,365,0,0,NA
"Female",39,"5","11","2",270.7883545,9440,0.175288745125419,365,0,0,NA
"Female",22,"1","4","16",27.87209298,28575,0.171128174606509,365,0,0,NA
"Male",40,"5","3","8",59.22386837,22200,0.0655013733255465,211,0,0,NA
"Female",31,"3","7","15",258.9237292,18700,0.231693631411411,365,0,0,NA
"Male",61,"9","1","5",31.84882285,5625,0.0211904539885258,365,0,0,NA
"Male",35,"4","2","10",141.0368682,22590,0.164221167961563,365,1,791.42339267,791.42339267
"Male",63,"10","1","12",76.89987008,5785,0.0482511933723312,365,0,0,NA
"Male",50,"7","3","13",63.89430992,18940,0.0547132480545723,365,0,0,NA
"Female",31,"3","3","6",129.6690079,24865,0.133139642355309,365,0,0,NA
"Male",53,"8","3","16",112.4047945,16030,0.100666713333595,365,0,0,NA
"Male",47,"6","2","15",32.18545326,13990,0.074248459776372,365,0,0,NA
"Female",26,"2","1","7",99.17167477,2795,0.240820391091158,365,0,0,NA
"Male",26,"2","2","11",62.72127383,9140,0.191289099891983,365,0,0,NA
"Female",53,"8","17","8",276.3355652,7595,0.107328081490035,144,1,438.60775767,438.60775767
"Male",62,"9","17","15",168.6499611,14905,0.0295426154741346,365,0,0,NA
"Female",25,"2","7","18",44.16537902,9785,0.210716924484703,108,0,0,NA
"Female",29,"3","1","11",185.8513852,15710,0.169735650132968,365,0,0,NA
"Male",52,"7","4","5",63.50810856,9910,0.0641620113366342,365,0,0,NA
"Male",35,"4","1","10",109.6318854,13950,0.142995174375577,162,0,0,NA
"Female",20,"1","5","6",205.4307964,21000,0.262761563504539,365,0,0,NA
"Female",30,"3","8","12",45.52113373,18615,0.107803667721725,365,0,0,NA
"Male",24,"2","5","17",56.04309848,24720,0.155565608112633,365,1,268.34568201,268.34568201
"Male",45,"6","13","15",34.15043101,5280,0.0470365370235467,285,1,10.785086262,10.785086262
"Female",37,"4","1","11",167.9366556,27705,0.128385415254809,365,0,0,NA
"Female",32,"3","2","18",113.2248348,20315,0.171779686896619,119,0,0,NA
"Female",30,"3","21","13",205.4307964,27290,0.139683285605485,365,4,3870.7361221,967.684030525
"Female",55,"8","12","10",114.881582,19025,0.098400342268538,365,1,593.05696568,593.05696568
"Male",66,"10","3","13",90.21472555,9305,0.0554581947698766,365,0,0,NA
"Male",66,"10","1","20",30.18943347,39510,0.0515621305609364,365,0,0,NA
"Female",51,"7","3","13",237.4189585,12620,0.0616415685810657,131,0,0,NA
"Male",27,"2","9","11",71.71655605,6250,0.174507853768384,365,0,0,NA
"Female",23,"2","1","4",77.49504574,1060,0.218724433039613,365,0,0,NA
"Male",52,"7","12","12",61.56398846,1925,0.0719132438017218,365,0,0,NA
"Male",42,"5","2","8",31.60978775,23625,0.0636455324785158,365,0,0,NA
"Male",35,"4","5","13",285.6217445,9420,0.109888662027305,365,0,0,NA
"Female",27,"2","7","12",57.41329485,4255,0.134317465538976,365,0,0,NA
"Male",62,"9","2","6",139.2056697,11010,0.0331899474490866,365,0,0,NA
"Male",26,"2","4","11",66.65715225,1925,0.151438702052639,365,0,0,NA
"Male",42,"5","1","2",25.28528423,12435,0.0594671265528551,365,0,0,NA
"Female",50,"7","3","12",110.9836779,8935,0.0447904703577903,168,0,0,NA
"Male",46,"6","1","11",213.2556548,27580,0.115753823399523,365,0,0,NA
"Male",67,"10","2","14",250.8413259,8500,0.054990206525623,365,0,0,NA
"Female",30,"3","11","8",166.5549379,14065,0.143184934474726,365,0,0,NA
"Female",34,"4","8","12",98.10372854,13210,0.115095623373833,365,0,0,NA
"Male",23,"2","7","10",202.5335882,9825,0.193424564620341,365,0,0,NA
"Female",31,"3","7","17",24.11879116,29390,0.108854267045378,365,0,0,NA
"Male",42,"5","2","4",30.79319816,8880,0.0483843739014451,365,0,0,NA
"Male",30,"3","1","4",208.8164363,5075,0.217011621414694,365,0,0,NA
"Male",31,"3","2","10",92.10692821,24890,0.119247074318451,365,0,0,NA
"Male",69,"11","3","4",20.86448407,17310,0.0262113580317162,365,0,0,NA
"Female",28,"3","2","1",256.6405915,23980,0.273371580913713,161,0,0,NA
"Male",31,"3","1","5",24.11879116,9835,0.110993270803967,341,0,0,NA
"Male",43,"6","3","6",258.9237292,17545,0.139620739635231,365,0,0,NA
"Male",35,"4","1","10",28.49395606,6860,0.085742280821438,365,0,0,NA
"Male",46,"6","6","12",27.50305391,6865,0.0590410533893293,308,0,0,NA
"Female",34,"4","9","11",145.223003,24960,0.129061268742431,365,0,0,NA
"Female",46,"6","3","12",138.5066713,2010,0.0899990165651283,365,0,0,NA
"Female",24,"2","3","10",37.31536383,16650,0.111247182569681,365,0,0,NA
"Female",44,"6","17","18",33.26093405,2105,0.104452077742595,365,0,0,NA
"Male",35,"4","1","9",59.70218923,19180,0.0847454061424021,208,0,0,NA
"Male",25,"2","6","6",102.818883,9465,0.242366408068625,365,0,0,NA
"Female",25,"2","1","9",284.1301175,6195,0.308154905025404,117,0,0,NA
"Male",33,"4","15","14",249.8117276,18140,0.125092058013447,365,1,3288.7563626,3288.7563626
"Male",36,"4","1","10",253.6198858,11535,0.209034341992502,365,0,0,NA
"Male",51,"7","1","16",61.11231366,19090,0.0301543797733651,365,0,0,NA
"Male",35,"4","5","10",51.55500772,18540,0.0784368074615102,365,0,0,NA
"Male",28,"3","16","18",37.59594224,19995,0.143773351255223,282,2,882.89428417,441.447142085
"Male",44,"6","1","17",35.78808354,15850,0.0769949234123093,189,0,0,NA
"Male",33,"4","21","17",32.72004014,34030,0.060898004888762,103,0,0,NA
"Male",46,"6","1","2",63.17028387,24560,0.0633584242716253,365,0,0,NA
"Female",26,"2","9","14",36.54775004,16050,0.174887887712836,365,0,0,NA
"Female",30,"3","1","7",206.2302755,14815,0.187265590035465,303,0,0,NA
"Male",26,"2","2","12",49.59668535,4555,0.144436816690172,319,1,231.44221249,231.44221249
"Male",41,"5","3","11",150.2239631,26475,0.0912999166132374,365,0,0,NA
"Male",38,"5","1","6",234.675271,15245,0.137094121262483,365,0,0,NA
"Male",37,"4","15","8",33.80619296,5610,0.0727163526523633,365,0,0,NA
"Male",35,"4","1","2",68.37942919,21975,0.0868472549964565,365,0,0,NA
"Male",54,"8","4","3",161.4389472,5075,0.0795987521296569,158,0,0,NA
"Female",44,"6","2","12",153.4523215,2600,0.104737008860336,365,0,0,NA
"Male",50,"7","4","17",20.55791809,8655,0.0193318663965703,365,0,0,NA
"Female",39,"5","6","9",57.0415314,27370,0.090403958807496,365,0,0,NA
"Male",42,"5","8","7",133.2886429,8580,0.132136447823221,365,0,0,NA
"Female",21,"1","4","13",50.56640552,4780,0.218990409124861,365,0,0,NA
"Male",30,"3","7","4",202.5335882,7810,0.18609961819942,180,1,2052.1556221,2052.1556221
"Male",51,"7","1","2",98.10372854,22945,0.032910766540032,365,0,0,NA
"Female",36,"4","8","16",31.88091224,9020,0.0640532217766237,365,0,0,NA
"Male",44,"6","8","14",58.59040352,8455,0.0973736637197581,365,0,0,NA
"Male",59,"9","1","15",43.84379769,11665,0.0700194756137093,365,0,0,NA
"Male",75,"11","1","14",94.65751646,9535,0.0325911972360465,365,0,0,NA
"Male",64,"10","2","18",129.8552354,19265,0.0742789519839865,365,0,0,NA
"Female",35,"4","8","9",82.67020711,21925,0.0713342505594744,365,0,0,NA
"Female",30,"3","1","13",218.9832303,5565,0.207720082088691,365,0,0,NA
"Female",36,"4","4","12",71.18027901,11605,0.113002522241027,365,0,0,NA
"Male",42,"5","1","14",63.15287215,6040,0.0778161047960101,365,0,0,NA
"Female",28,"3","3","2",124.3443471,8810,0.13009593119469,365,0,0,NA
"Male",68,"11","1","15",54.93181221,27605,0.0301818355457622,274,0,0,NA
"Female",38,"5","15","5",129.8552354,21925,0.116684402192288,365,0,0,NA
"Male",71,"11","3","11",45.411434,2320,0.0253133082190727,365,0,0,NA
"Male",63,"10","2","14",25.63801996,5810,0.0228944553120237,130,0,0,NA
"Male",28,"3","19","15",167.9366556,25030,0.143184934474726,365,0,0,NA
"Male",75,"11","2","19",67.84790756,24620,0.0344057699524816,365,0,0,NA
"Female",71,"11","4","17",30.37476431,8700,0.0262113580317162,365,0,0,NA
"Male",36,"4","1","4",29.43246223,29050,0.0705889218495417,365,0,0,NA
"Female",18,"1","6","1",112.8034383,9505,0.249901610513165,154,0,0,NA
"Female",56,"8","1","9",24.81697854,6315,0.0411764280966407,365,0,0,NA
"Male",55,"8","4","10",103.4727356,9980,0.156603966224686,365,0,0,NA
"Female",18,"1","6","8",183.8950396,36945,0.37995057456906,365,0,0,NA
"Male",45,"6","2","9",239.4551701,12010,0.11031305037727,365,0,0,NA
"Male",51,"7","14","12",35.78808354,18065,0.0496804133080511,365,0,0,NA
"Female",25,"2","10","14",222.2151274,8680,0.201566770065414,365,1,864.89546852,864.89546852
"Female",50,"7","1","10",210.189841,9925,0.147794301591533,365,0,0,NA
"Female",30,"3","7","15",94.36462339,37025,0.178028458204768,328,0,0,NA
"Female",41,"5","1","6",53.43201088,8245,0.0532932772988616,365,0,0,NA
"Male",37,"4","17","14",91.28099321,19430,0.13988456012752,365,0,0,NA
"Male",31,"3","3","10",33.80619296,17080,0.112670018556825,365,0,0,NA
"Male",32,"3","15","14",237.675525,20955,0.167601480766914,221,0,0,NA
"Male",72,"11","13","19",30.41139927,29020,0.0263596196882603,125,0,0,NA
"Male",41,"5","1","11",284.1301175,24185,0.141527350202715,218,0,0,NA
"Male",59,"9","14","12",23.46029027,23470,0.0649135918154841,108,0,0,NA
"Female",30,"3","6","8",77.73738533,20275,0.192574001442299,365,0,0,NA
"Female",43,"6","8","10",32.99314961,29720,0.0764970618772218,365,0,0,NA
"Female",24,"2","7","5",68.77710211,26255,0.134317465538976,365,0,0,NA
"Female",29,"3","16","7",106.5583041,10585,0.116173227980786,365,1,308.04191315,308.04191315
"Female",32,"3","5","18",129.6779531,42535,0.108070306107118,365,0,0,NA
"Female",22,"1","6","2",99.28308074,28280,0.29435825395499,365,0,0,NA
"Male",38,"5","1","19",30.5989837,16660,0.100242691901439,191,0,0,NA
"Male",53,"8","2","4",110.9836779,45515,0.0726948968727146,292,0,0,NA
"Female",29,"3","20","1",144.998902,9885,0.18281849772001,248,1,1047.0099654,1047.0099654
"Female",28,"3","8","3",68.39045202,13855,0.0950630212662408,243,0,0,NA
"Female",63,"10","2","15",58.89468755,11710,0.0199801231076529,365,0,0,NA
"Female",46,"6","1","15",100.3048589,35165,0.078175879459345,365,0,0,NA
"Female",69,"11","2","5",218.9832303,3715,0.0508428019353122,365,0,0,NA
"Male",61,"9","6","12",19.20951704,2955,0.0229597291677997,365,0,0,NA
"Male",18,"1","6","9",161.4389472,3185,0.227077658331924,365,0,0,NA
"Male",50,"7","3","15",207.1446249,18220,0.0806348659841618,365,0,0,NA
"Male",37,"4","3","17",76.98652096,17990,0.0766965519303237,365,0,0,NA
"Female",35,"4","2","12",123.0152076,6470,0.0669251049253849,365,0,0,NA
"Male",20,"1","11","16",61.11231366,16410,0.262968170108817,365,1,933.47418102,933.47418102
"Male",66,"10","3","7",43.84379769,12725,0.0207800812136808,365,0,0,NA
"Female",55,"8","18","6",30.62119248,8290,0.0202105605529698,310,0,0,NA
"Male",25,"2","2","14",24.01925056,3435,0.165455466409456,365,0,0,NA
"Male",25,"2","3","12",276.9454965,26925,0.253597511827839,365,0,0,NA
"Male",37,"4","1","17",218.9832303,17590,0.144132195305289,365,0,0,NA
"Male",51,"7","6","11",206.2302755,9375,0.11698567398458,284,0,0,NA
"Male",36,"4","1","9",123.0199289,17575,0.100966962614975,365,0,0,NA
"Male",21,"1","5","14",275.2822626,12195,0.302831730940073,365,1,1616.4906906,1616.4906906
"Female",38,"5","2","12",36.54260314,11730,0.0769051080840293,365,0,0,NA
"Male",22,"1","3","5",61.51657295,13270,0.22762669838517,365,0,0,NA
"Male",30,"3","7","12",46.84863153,16250,0.122803003664272,167,0,0,NA
"Female",55,"8","2","2",118.8510133,9680,0.0340370356725152,271,0,0,NA
"Male",47,"6","12","6",30.37476431,16315,0.0801415736926012,365,0,0,NA
"Male",27,"2","6","18",275.2822626,32425,0.304540040509973,365,0,0,NA
"Female",35,"4","1","4",211.8309492,8745,0.12924721129589,365,0,0,NA
"Male",20,"1","10","6",222.711392,15475,0.342900815896412,365,1,509.73732529,509.73732529
"Female",33,"4","11","15",253.6198858,4480,0.184278036335878,320,0,0,NA
"Female",44,"6","12","15",51.09148195,10390,0.0649573429349982,365,1,1381.9679082,1381.9679082
"Male",19,"1","6","12",30.79695284,17105,0.1717933384042,365,0,0,NA
"Male",48,"7","1","9",70.87357842,8630,0.0931937506481165,275,1,315.6683151,315.6683151
"Male",31,"3","1","7",156.6298557,9150,0.206951552863088,365,0,0,NA
"Female",50,"7","3","17",50.40601234,22810,0.0675797867169616,318,0,0,NA
"Female",20,"1","5","10",36.14074742,9835,0.199916305558542,365,0,0,NA
"Female",24,"2","2","3",129.8552354,4260,0.171544564691883,365,0,0,NA
"Male",53,"8","17","12",29.94861261,12255,0.0389693057553309,365,0,0,NA
"Male",46,"6","3","11",21.45273029,18050,0.0857095141689438,365,0,0,NA
"Male",74,"11","2","8",29.94861261,29700,0.0214317411327248,365,0,0,NA
"Female",20,"1","6","19",57.32800859,8775,0.249326390155868,365,0,0,NA
"Female",46,"6","1","12",123.0199289,13795,0.0382503570525818,365,0,0,NA
"Male",22,"1","10","19",25.28528423,14075,0.196368319512058,365,2,1322.7643165,661.38215825
"Male",18,"1","6","2",129.6690079,1900,0.265308175825743,365,0,0,NA
"Female",61,"9","3","11",24.03270395,23200,0.0194008233659668,365,0,0,NA
"Female",26,"2","12","5",17.999002,22470,0.155565608112633,365,0,0,NA
"Male",21,"1","5","15",61.79475865,11170,0.201510240299714,365,0,0,NA
"Female",27,"2","1","19",68.95196256,29950,0.151438702052639,214,1,567.34372799,567.34372799
"Female",37,"4","15","10",139.637282,6950,0.0978776418061558,261,0,0,NA
"Female",68,"11","3","8",137.8873343,15470,0.0314816289245942,365,0,0,NA
"Female",53,"8","1","5",68.77710211,3005,0.0279964537571123,299,0,0,NA
"Female",49,"7","4","7",122.4496948,16025,0.074595790723781,365,0,0,NA
"Male",43,"6","3","12",59.70218923,1520,0.0897399014066184,365,0,0,NA
"Male",55,"8","2","2",189.9730181,7540,0.102470921214802,294,0,0,NA
"Female",67,"10","2","7",22.24129416,16315,0.0183102477357883,365,0,0,NA
"Male",36,"4","2","8",67.84790756,5620,0.0680046666114963,353,0,0,NA
"Male",71,"11","5","18",58.89468755,26205,0.0273666866847214,257,0,0,NA
"Male",38,"5","16","4",24.03270395,17785,0.0688305334967069,365,0,0,NA
"Female",22,"1","6","17",59.11189493,24850,0.188785315495211,365,0,0,NA
"Male",33,"4","10","7",22.24129416,5815,0.0722302558294781,365,0,0,NA
"Female",23,"2","8","9",38.77083633,5105,0.228818103619027,365,0,0,NA
"Female",42,"5","6","6",129.6779531,16220,0.0775133066866242,365,0,0,NA
"Male",35,"4","2","14",35.43401501,11990,0.0596004400363375,226,0,0,NA
"Male",50,"7","1","14",225.0430894,10545,0.0515675008277074,365,0,0,NA
"Female",24,"2","6","11",207.1446249,14875,0.285734570954217,365,0,0,NA
"Male",27,"2","11","6",68.9093508,6200,0.124056353575762,365,0,0,NA
"Female",34,"4","5","14",59.70218923,26795,0.0581766506051253,365,0,0,NA
"Female",47,"6","3","17",30.41139927,5945,0.0631201343544877,365,0,0,NA
"Female",47,"6","4","8",34.81095528,5505,0.0632541636976415,365,0,0,NA
"Female",66,"10","9","13",68.85387998,22530,0.0294588289881384,365,0,0,NA
"Male",25,"2","1","10",21.45273029,15810,0.184771899846501,365,0,0,NA
"Male",54,"8","14","12",59.40378524,6180,0.100168455120447,365,1,18.009372701,18.009372701
"Female",22,"1","4","6",258.9237292,24340,0.330230691792075,104,0,0,NA
"Male",21,"1","7","4",166.5549379,24030,0.284088659031363,196,0,0,NA
"Male",23,"2","6","12",133.2886429,10595,0.257577797120954,365,0,0,NA
"Male",35,"4","4","16",122.4496948,38495,0.106236040717202,365,0,0,NA
"Female",42,"5","4","14",30.46244233,1030,0.0861922332388691,144,0,0,NA
"Female",40,"5","1","14",103.9493988,12500,0.0634487071312895,365,0,0,NA
"Female",25,"2","2","11",239.4551701,23305,0.201566770065414,365,0,0,NA
"Female",39,"5","17","4",46.84863153,6580,0.0950527483326272,340,0,0,NA
"Female",40,"5","1","7",43.84379769,8595,0.0698934616044899,105,0,0,NA
"Female",30,"3","3","13",245.331155,12470,0.263196324409856,365,0,0,NA
"Male",22,"1","8","18",19.2164848,13625,0.142723246656907,365,0,0,NA
"Male",54,"8","12","5",249.8117276,9305,0.105722122556179,365,0,0,NA
"Male",24,"2","3","7",61.79475865,15710,0.171343276488431,365,0,0,NA
"Male",45,"6","1","17",185.8513852,20250,0.13803746929575,281,0,0,NA
"Female",32,"3","2","14",57.06267756,26640,0.115968086033067,365,0,0,NA
"Male",21,"1","5","6",118.8510133,16260,0.308901529808756,156,0,0,NA
"Male",22,"1","6","11",34.93212226,27530,0.16509578379278,365,0,0,NA
"Female",43,"6","2","5",58.60474559,6385,0.090456298847869,365,0,0,NA
"Male",30,"3","4","17",148.3685156,24360,0.143184934474726,365,1,1912.5562957,1912.5562957
"Male",43,"6","3","1",90.21472555,3945,0.082497405391401,365,0,0,NA
"Male",46,"6","5","13",245.331155,19790,0.173286741237659,365,1,1004.6717578,1004.6717578
"Male",21,"1","9","14",126.1401885,16600,0.269179978613561,365,0,0,NA
"Male",25,"2","8","11",58.91132801,6260,0.148915367151109,365,0,0,NA
"Female",39,"5","19","11",24.82652767,25755,0.0755829418208253,238,0,0,NA
"Male",19,"1","6","16",184.4785165,14240,0.270461517835746,365,0,0,NA
"Male",32,"3","4","13",57.7002938,24835,0.153706355589611,185,1,19.730944492,19.730944492
"Male",26,"2","4","10",56.11415278,8985,0.154513804810809,261,0,0,NA
"Female",49,"7","2","9",50.1264516,11935,0.0505088918621202,365,0,0,NA
"Female",34,"4","5","17",64.09908451,16880,0.113730849140543,365,0,0,NA
"Male",54,"8","5","6",114.1413271,25775,0.0932937150894347,365,0,0,NA
"Female",42,"5","1","1",140.4108252,2760,0.133006862241214,365,0,0,NA
"Male",55,"8","10","11",139.637282,17640,0.101830035975375,113,0,0,NA
"Female",23,"2","7","8",63.82886936,9300,0.174110523521352,291,0,0,NA
"Female",37,"4","4","13",32.04149695,4120,0.0699083014922204,365,0,0,NA
"Male",19,"1","6","7",129.8552354,5625,0.288127051697247,323,1,1097.4508321,1097.4508321
"Male",59,"9","1","2",161.4389472,10175,0.0331899474490866,287,0,0,NA
"Male",64,"10","2","15",129.4194752,26055,0.0382420016416828,365,0,0,NA
"Female",55,"8","4","11",148.4018477,25745,0.083233619304103,365,0,0,NA
"Female",39,"5","1","14",63.89430992,16215,0.0719827667653966,306,0,0,NA
"Male",29,"3","3","8",270.4632326,14600,0.228192662400972,365,0,0,NA
"Male",67,"10","1","14",285.6217445,49325,0.0516198040233837,365,0,0,NA
"Female",23,"2","5","6",61.94412023,21595,0.171677899004834,365,0,0,NA
"Male",53,"8","13","11",128.5434648,46015,0.11590933615717,365,0,0,NA
"Female",55,"8","3","16",23.12027888,21530,0.0862537457240604,365,0,0,NA
"Male",48,"7","3","5",225.1417422,1960,0.148653854998162,365,0,0,NA
"Female",33,"4","1","15",39.45913644,21005,0.069302716647073,365,0,0,NA
"Female",22,"1","12","7",44.16537902,25260,0.173347146492784,365,0,0,NA
"Female",24,"2","2","12",59.22386837,16190,0.138533051241902,365,0,0,NA
"Female",26,"2","1","17",276.9950185,28130,0.281788985208475,365,0,0,NA
"Female",35,"4","6","11",30.46244233,16790,0.0743737622116108,365,0,0,NA
"Male",58,"9","3","15",275.2822626,14690,0.132801413049922,365,0,0,NA
"Male",48,"7","1","12",75.62345843,6885,0.0260742694458949,365,0,0,NA
"Female",22,"1","7","12",65.2951547,2685,0.305484934405144,365,0,0,NA
"Male",64,"10","2","17",27.92054451,23325,0.0207800812136808,365,0,0,NA
"Male",42,"5","5","12",98.10372854,26615,0.0760453379161373,365,0,0,NA
"Male",69,"11","5","14",160.3435748,8410,0.114671605494526,365,0,0,NA
"Male",44,"6","12","9",186.6850127,8310,0.115753823399523,365,1,3.8841377764,3.8841377764
"Male",61,"9","1","16",161.4389472,8490,0.0377536634125566,365,0,0,NA
"Male",49,"7","4","12",189.9730181,21810,0.0420174237139502,365,1,260.30753802,260.30753802
"Female",28,"3","7","5",24.03270395,22770,0.0859663591392905,365,0,0,NA
"Male",58,"9","1","13",59.11189493,28870,0.0270604292649373,365,0,0,NA
"Male",27,"2","2","14",31.05763979,22635,0.1609934120927,365,0,0,NA
"Male",70,"11","1","12",103.9493988,24075,0.10347130276731,365,0,0,NA
"Male",34,"4","1","8",31.88091224,13845,0.0796676277916454,365,0,0,NA
"Female",37,"4","17","5",36.9071711,8835,0.0759959235538919,365,0,0,NA
"Female",64,"10","2","9",31.49128874,9150,0.0185000317978441,365,0,0,NA
"Female",61,"9","18","10",171.3729361,8800,0.0377536634125566,365,0,0,NA
"Male",33,"4","9","7",181.4165594,8965,0.115526847276663,365,1,141.2771021,141.2771021
"Female",64,"10","3","13",27.83505842,18480,0.0189646814698236,365,0,0,NA
"Male",42,"5","7","5",208.8164363,22120,0.164656926156151,365,0,0,NA
"Female",33,"4","1","9",54.19066433,11705,0.0678211921407644,365,0,0,NA
"Male",52,"7","1","9",148.4945135,7505,0.130629731875542,174,0,0,NA
"Female",26,"2","5","10",275.2822626,5895,0.269901525088499,365,0,0,NA
"Male",21,"1","4","11",184.4785165,21070,0.336551096178393,365,0,0,NA
"Male",64,"10","3","12",58.89468755,23615,0.0217013483449268,365,0,0,NA
